state,sales,quantity,discount,profit,order_year,order_quarter,shipping_duration,profit_status,profit_margin,delivery_status,ship_mode_Same Day,ship_mode_Second Class,ship_mode_Standard Class,segment_Corporate,segment_Home Office,region_East,region_South,region_West,category_Office Supplies,category_Technology,subcategory_Appliances,subcategory_Art,subcategory_Binders,subcategory_Bookcases,subcategory_Chairs,subcategory_Copiers,subcategory_Envelopes,subcategory_Fasteners,subcategory_Furnishings,subcategory_Labels,subcategory_Machines,subcategory_Paper,subcategory_Phones,subcategory_Storage,subcategory_Supplies,subcategory_Tables,order_month_August,order_month_December,order_month_February,order_month_January,order_month_July,order_month_June,order_month_March,order_month_May,order_month_November,order_month_October,order_month_September,order_size_category_Medium,order_size_category_Small,transaction_value_segment_Low,transaction_value_segment_Medium,transaction_value_segment_Premium,discount_risk_tier_Low Discount,discount_risk_tier_Medium Discount,discount_risk_tier_No Discount
California,-0.6146801327650213,-1.253800269166861,-0.7565542982020771,-0.012598041833936563,2015,3,-1.120512729544851,1,0.6634574239990925,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
California,0.590699017468729,-0.35493908186616213,0.2122175547612757,1.8567126979935646,2015,3,-1.120512729544851,1,0.46527916036007916,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
New York,2.1248017789602343,1.4427832927352355,1.1809894077246286,-1.8922059961834958,2014,1,0.023935727767260166,0,-0.8648362127125776,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
New York,2.1248017789602343,0.09449151178418727,1.1809894077246286,-1.8922059961834958,2014,1,0.023935727767260166,0,-1.364745346216395,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
New York,2.1248017789602343,-0.35493908186616213,1.1809894077246286,-1.8922059961834958,2014,1,0.023935727767260166,0,-0.6862972364612143,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
New York,-0.6244551103921712,1.4427832927352355,-0.7565542982020771,0.010631741519679324,2014,1,0.023935727767260166,1,0.7491561325997468,1,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
New York,0.08751871459624015,0.09449151178418727,-0.7565542982020771,1.8567126979935646,2014,1,0.023935727767260166,1,0.7920054869000742,1,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
Ohio,-0.7497525508856384,0.5439221054345367,2.6341471871696576,-0.8860738479964062,2017,2,0.023935727767260166,0,-1.8289466844699396,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Virginia,-0.07338334137551264,-0.8043696755165116,-0.7565542982020771,0.8428678140280949,2016,1,0.5961599564233158,1,0.42778597534729285,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
Virginia,0.11879864300311994,-0.8043696755165116,-0.7565542982020771,0.9774506441451161,2016,1,0.5961599564233158,1,0.34208726674663853,1,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
Virginia,-0.5584592008367468,0.09449151178418727,-0.7565542982020771,0.15701091949826793,2016,1,0.5961599564233158,1,0.7063067782994196,1,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
California,-0.11584821387939788,-1.253800269166861,0.2122175547612757,-1.159201018955667,2014,4,-1.120512729544851,0,-0.5791738507103963,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
Maryland,-0.6940055572665592,0.09449151178418727,-0.7565542982020771,-0.16083248211277745,2017,1,-0.5482885008887954,1,0.792005486900074,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Ohio,2.1248017789602343,0.9933526990848861,0.2122175547612757,-1.4484591359843975,2016,3,0.023935727767260166,0,-0.36492707920876033,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Ohio,-0.8018739164393749,-0.8043696755165116,0.2122175547612757,-0.5346593563526421,2016,3,0.023935727767260166,1,-0.12389946126941982,1,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
Rhode Island,0.6619319453407598,0.09449151178418727,-0.7565542982020771,1.8567126979935646,2017,3,-1.120512729544851,1,0.5349093610981108,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Illinois,-0.47381381881449336,1.8922138863855849,2.1497612606879812,-1.4652277224788166,2016,3,0.023935727767260166,0,-1.2219141652153043,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Illinois,-0.8153811582514366,-1.253800269166861,0.2122175547612757,-0.5171751202323487,2016,3,0.023935727767260166,1,0.41171746748467014,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
Illinois,-0.6906405952712736,2.341644480035934,0.2122175547612757,-0.283958134807034,2016,3,0.023935727767260166,1,0.43849831392237465,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Illinois,0.6700599873434567,-0.8043696755165116,0.696603481242952,-1.036136416940395,2016,3,0.023935727767260166,0,-0.38023042003030577,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Georgia,-0.797383350959751,-0.35493908186616213,-0.7565542982020771,-0.5412256960478677,2017,1,1.1683841850793713,1,-0.2149543391576151,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Ohio,-0.3761351332893733,0.09449151178418727,2.6341471871696576,-1.8922059961834958,2014,3,-1.120512729544851,0,-1.9003622749704852,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Ohio,-0.7765656107283541,-0.8043696755165116,0.2122175547612757,-0.5061351224493118,2014,3,-1.120512729544851,1,0.010004770919102674,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
California,-0.6369552332971932,0.5439221054345367,-0.7565542982020771,-0.03411162276720935,2015,4,0.5961599564233158,1,0.7277314554495832,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Ohio,-0.7882244931345546,-0.8043696755165116,0.2122175547612757,-0.48694485902183937,2016,2,0.023935727767260166,1,0.25103238885844315,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
Ohio,-0.5373215522466432,-0.8043696755165116,0.2122175547612757,-0.019696879118082825,2016,2,0.023935727767260166,1,0.41171746748467014,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
Ohio,-0.5068473189653951,1.4427832927352355,0.2122175547612757,-0.15074216155838885,2016,2,0.023935727767260166,1,0.19747069598303416,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
California,0.21192752075996657,0.09449151178418727,-0.7565542982020771,1.0073247763948823,2017,1,-1.6927369582009066,1,0.29923791244631126,0,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
California,-0.7360675822076286,2.341644480035934,-0.7565542982020771,-0.39293359679443035,2017,1,-1.6927369582009066,1,0.3420872667466385,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
California,0.2704589019455673,0.09449151178418727,0.2122175547612757,1.5831547805770236,2017,1,-1.6927369582009066,1,0.46527916036007916,0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
California,0.4200338323275562,0.09449151178418727,0.2122175547612757,-0.007907314665291366,2017,1,-1.6927369582009066,1,-0.09711861483171531,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
California,2.012561338885093,-0.8043696755165116,0.2122175547612757,1.489882909906205,2017,1,-1.6927369582009066,1,0.010004770919102674,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
California,-0.7844092897455336,-0.8043696755165116,-0.7565542982020771,-0.42244142497028925,2015,4,-0.5482885008887954,1,0.7277314554495832,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
California,-0.6861381813339197,-0.8043696755165116,0.2122175547612757,-0.2444854791391436,2015,4,-0.5482885008887954,1,0.518840853235488,0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
New York,-0.79258472557915,-1.253800269166861,-0.7565542982020771,-0.43957631553861565,2015,4,0.023935727767260166,1,0.7705808097499104,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
New York,-0.5829855083375958,1.4427832927352355,-0.7565542982020771,0.15061416502244374,2015,4,0.023935727767260166,1,0.792005486900074,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
New York,2.1248017789602343,2.341644480035934,-0.7565542982020771,1.8567126979935646,2015,4,0.023935727767260166,1,-0.12925563055696074,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
New York,-0.15608557633006598,0.09449151178418727,-0.7565542982020771,0.8845450775482047,2015,4,0.023935727767260166,1,0.5349093610981108,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Massachusetts,-0.5959003272631634,-0.8043696755165116,-0.7565542982020771,-0.19515653051963863,2016,1,1.1683841850793713,1,0.29923791244631126,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
New York,-0.6082227233022374,-0.8043696755165116,-0.7565542982020771,-0.46855503782994196,2015,4,0.5961599564233158,1,-0.12925563055696074,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
New York,-0.4761124196140898,-0.8043696755165116,-0.7565542982020771,0.2675804825480383,2015,4,0.5961599564233158,1,0.5991833925486016,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
New York,-0.611777260621201,0.5439221054345367,-0.7565542982020771,0.019646891783062396,2015,4,0.5961599564233158,1,0.7063067782994196,1,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
California,-0.7968501703619064,-0.8043696755165116,-0.7565542982020771,-0.4493444241761414,2017,3,-1.120512729544851,1,0.7920054869000742,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
California,-0.7321575911567686,0.9933526990848861,-0.7565542982020771,-0.3979804529238186,2017,3,-1.120512729544851,1,0.29923791244631126,0,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
South Carolina,2.1248017789602343,1.4427832927352355,-0.7565542982020771,-0.11852436157649414,2017,3,1.1683841850793713,1,-0.2149543391576151,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
South Carolina,-0.49655100919813056,0.5439221054345367,-0.7565542982020771,-0.04727143579276484,2017,3,1.1683841850793713,1,0.29923791244631126,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
Missouri,-0.27291136954667,0.9933526990848861,-0.7565542982020771,0.25367449455711627,2017,2,-0.5482885008887954,1,0.27781323529614765,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Missouri,-0.6627256288596793,0.5439221054345367,-0.7565542982020771,-0.09234718710968039,2017,2,-0.5482885008887954,1,0.7491561325997468,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Texas,2.1248017789602343,1.4427832927352355,0.7934806665392874,-1.8922059961834958,2016,3,1.1683841850793713,0,-0.761913744050027,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
California,2.1248017789602343,2.341644480035934,-0.7565542982020771,1.8567126979935646,2017,4,0.023935727767260166,1,0.12784049524500246,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
California,-0.06826480763620502,1.4427832927352355,0.2122175547612757,-1.5275604657220276,2017,4,0.023935727767260166,0,-0.7398589293366233,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
California,-0.35750935773800396,2.791075073686284,0.2122175547612757,0.3697725357593751,2017,4,0.023935727767260166,1,0.46527916036007916,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
California,-0.6876073900924247,0.5439221054345367,-0.7565542982020771,-0.2742103763958364,2017,1,0.5961599564233158,1,0.44921065249745645,1,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
California,1.3016064812614514,-0.35493908186616213,0.2122175547612757,1.8567126979935646,2017,1,0.5961599564233158,1,0.5188408532354881,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
California,0.4240149141247955,1.8922138863855849,-0.7565542982020771,1.8567126979935646,2017,1,-1.120512729544851,1,0.5134846839479472,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Pennsylvania,-0.7973241086711015,-0.8043696755165116,0.2122175547612757,-0.4800529157053629,2014,3,0.5961599564233158,1,0.46527916036007916,1,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
California,-0.786423527559613,0.5439221054345367,0.2122175547612757,-0.45580222933095005,2015,2,-1.120512729544851,1,0.49206000679778367,0,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
California,-0.7601199513992823,-0.8043696755165116,-0.7565542982020771,-0.3463044448677971,2014,4,0.023935727767260166,1,0.792005486900074,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
California,2.1248017789602343,-0.35493908186616213,0.2122175547612757,0.5217276757518846,2014,4,0.023935727767260166,1,-0.15068030770712432,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
Wisconsin,2.1248017789602343,0.5439221054345367,-0.7565542982020771,1.5020252116153516,2016,4,0.023935727767260166,1,-0.08640627625663352,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Massachusetts,0.9579064194331297,-0.8043696755165116,-0.7565542982020771,1.5032462251950425,2015,3,0.5961599564233158,1,0.17068984954532967,1,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
New Mexico,2.1248017789602343,0.5439221054345367,-0.7565542982020771,1.8567126979935646,2017,4,1.1683841850793713,1,0.08499114094467528,1,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
New Mexico,-0.35779372072352106,-0.35493908186616213,0.2122175547612757,0.47081140947878186,2017,4,1.1683841850793713,1,0.5456216996731926,1,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
Nevada,2.1248017789602343,2.791075073686284,0.2122175547612757,1.8567126979935646,2016,2,1.740608413735427,1,-0.09711861483171531,1,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
California,-0.45442974196841174,-0.8043696755165116,-0.7565542982020771,-0.4372835233723075,2017,4,0.5961599564233158,1,-0.15068030770712432,1,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
California,-0.23861008441867118,-1.253800269166861,-0.7565542982020771,0.9471288069161301,2017,4,0.5961599564233158,1,0.6848821011492562,1,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
Illinois,0.5338264203653112,-0.35493908186616213,0.2122175547612757,-1.8922059961834958,2016,2,0.5961599564233158,0,-0.7130780828989188,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Illinois,-0.7737219808731832,-0.8043696755165116,0.2122175547612757,-0.43444805850391466,2016,2,0.5961599564233158,1,0.46527916036007916,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
Ohio,0.11055211642312439,1.4427832927352355,0.2122175547612757,0.8698996980006922,2017,4,0.5961599564233158,1,0.30459408173385216,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Ohio,-0.7538224961158518,-1.253800269166861,2.6341471871696576,-0.8984332187863865,2017,4,0.5961599564233158,0,-1.9717778654710303,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Ohio,0.7866962052363826,-0.8043696755165116,1.1809894077246286,-1.8922059961834958,2017,4,0.5961599564233158,0,-1.0790829842142136,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
Ohio,-0.5980804434854612,4.139366854637332,0.2122175547612757,-0.11173416939165852,2017,4,0.5961599564233158,1,0.43849831392237465,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Texas,-0.8230115650294786,0.09449151178418727,3.1185331136513343,-0.6180070999840855,2016,2,1.1683841850793713,0,-3.6857520374841184,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
Texas,-0.7819685074531787,0.09449151178418727,3.1185331136513343,-1.0079988373373001,2016,2,1.1683841850793713,0,-3.792875423234936,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
Texas,-0.7566602017421578,1.4427832927352355,2.1497612606879812,-0.8535270526888724,2016,2,1.1683841850793713,0,-1.8110927868448032,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
California,-0.4845248246023037,1.8922138863855849,-0.7565542982020771,0.3871584124524157,2017,2,1.740608413735427,1,0.7491561325997468,1,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Washington,-0.7871344350234057,-0.8043696755165116,-0.7565542982020771,-0.44216757769107046,2017,4,0.5961599564233158,1,0.6206080696987653,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
New York,1.3419504798316884,1.4427832927352355,-0.2721683717204007,1.6665364412523476,2014,1,1.740608413735427,1,0.12307945587829947,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Texas,-0.5088852536949343,0.09449151178418727,0.2122175547612757,-0.40677175069759175,2017,2,0.023935727767260166,1,-0.09711861483171531,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Virginia,-0.6297869163706166,-0.8043696755165116,-0.7565542982020771,0.030839516263560685,2015,4,-0.5482885008887954,1,0.8134301640502376,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
Virginia,2.1248017789602343,-0.35493908186616213,-0.7565542982020771,1.8567126979935646,2015,4,-0.5482885008887954,1,0.577758715398438,0,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
New Mexico,2.1248017789602343,2.341644480035934,-0.7565542982020771,1.8567126979935646,2017,3,1.740608413735427,1,0.19211452669549325,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colorado,0.03384520107988961,-0.8043696755165116,1.665375334206305,-1.8922059961834958,2014,4,-1.120512729544851,0,-1.714681739669067,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
Colorado,-0.6188389414282087,0.09449151178418727,0.2122175547612757,-0.11999636128089905,2014,4,-1.120512729544851,1,0.49206000679778367,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Florida,-0.7841486236754764,-0.8043696755165116,0.2122175547612757,-0.47134980224567846,2017,3,0.5961599564233158,1,0.3313749281715567,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
